transaction_id,customer_id,date,order_value,product_category,is_return
T00313,C0211,2024-01-24,66.77,Home & Living,True
T02163,C0405,2024-06-14,62.53,Sports,False
T00969,C0069,2023-12-03,46.86,Home & Living,False
T00661,C0082,2024-04-25,92.48,Beauty,False
T01785,C0017,2023-01-21,21.43,Clothing,False
T00371,C0155,2023-07-06,253.07,Clothing,False
T00567,C0144,2024-05-14,15.38,Electronics,False
T01522,C0112,2023-12-18,111.55,Sports,False
T00825,C0210,2023-01-10,321.28,Electronics,False
T00983,C0049,2022-06-05,88.83,Electronics,False
T01133,C0210,2024-06-19,134.89,Sports,False
T00814,C0212,2023-10-17,16.07,Sports,False
T00779,C0155,2023-07-31,243.63,Home & Living,False
T01053,C0476,2023-10-04,61.48,Clothing,False
T01403,C0057,2024-04-14,77.12,Clothing,False
T01014,C0344,2023-01-24,31.3,Clothing,False
T01318,C0398,2023-02-08,43.45,Food & Grocery,False
T00336,C0188,2024-03-26,32.44,Beauty,True
T00127,C0202,2024-03-08,34.0,Clothing,False
T00888,C0318,2024-03-17,306.83,Beauty,False
T01008,C0489,2023-02-08,79.58,Clothing,False
T00356,C0204,2024-01-19,26.7,Electronics,False
T01798,C0220,2023-06-17,381.79,Clothing,False
T00683,C0274,2023-06-28,27.25,Clothing,False
T01841,C0345,2023-10-23,168.7,Home & Living,False
T02043,C0367,2022-05-31,172.54,Electronics,False
T00985,C0482,2023-11-20,144.4,Sports,False
T01958,C0171,2023-12-27,67.21,Clothing,False
T00141,C0121,2024-04-21,76.18,Clothing,True
T01725,C0133,2022-08-10,103.98,Clothing,False
T01600,C0397,2024-03-03,102.15,Electronics,False
T01269,C0267,2024-03-01,265.67,Sports,False
T01888,C0311,2023-11-19,83.57,Home & Living,False
T01311,C0089,2023-09-12,92.76,Beauty,False
T01871,C0382,2023-02-18,30.23,Clothing,False
T01810,C0401,2023-11-25,174.36,Clothing,False
T00712,C0447,2023-04-22,106.34,Food & Grocery,False
T02106,C0091,2022-12-14,53.23,Clothing,False
T02018,C0082,2024-05-06,41.6,Sports,False
T00011,C0039,2024-04-21,115.34,Clothing,False
T01342,C0078,2023-07-15,34.19,Clothing,False
T01429,C0394,2023-12-04,44.52,Food & Grocery,False
T00755,C0133,2024-02-27,74.59,Electronics,True
T00627,C0062,2023-12-24,82.63,Sports,False
T01358,C0055,2023-09-26,101.03,Electronics,False
T00130,C0276,2024-04-10,186.48,Clothing,False
T00844,C0453,2024-01-21,58.07,Home & Living,True
T00324,C0059,2023-12-05,92.71,Electronics,False
T01304,C0160,2024-06-29,145.37,Electronics,False
T00015,C0108,2024-03-18,139.73,Clothing,False
T02103,C0206,2024-02-19,122.64,Home & Living,False
T00216,C0430,2023-04-09,162.67,Sports,False
T01584,C0497,2023-12-03,27.28,Electronics,False
T01913,C0078,2024-04-30,30.03,Clothing,False
T02186,C0116,2024-03-29,39.87,,False
T00865,C0189,2022-05-05,69.81,Beauty,True
T00517,C0165,2024-04-02,103.93,Home & Living,False
T00598,C0363,2024-02-20,69.05,Clothing,False
T00196,C0388,2023-10-04,184.18,Food & Grocery,True
T00289,C0367,2022-01-23,116.28,Home & Living,False
T00951,C0374,2023-04-08,207.01,Electronics,False
T01412,C0458,2023-12-20,31.29,,False
T01648,C0369,2024-02-10,156.98,Clothing,False
T01121,C0337,2024-01-09,98.57,Clothing,False
T00550,C0441,2023-12-15,411.16,Electronics,False
T00157,C0361,2023-12-28,26.9,Clothing,False
T00420,C0155,2022-11-23,91.15,Beauty,False
T00923,C0127,2023-04-19,239.14,Home & Living,False
T00478,C0083,2024-05-25,40.19,Home & Living,False
T01442,C0318,2023-10-28,94.33,Electronics,False
T00554,C0133,2023-07-14,123.77,Sports,False
T00391,C0358,2023-01-10,41.34,Electronics,False
T00579,C0363,2023-03-19,54.46,Electronics,False
T02050,C0410,2024-01-23,226.73,Beauty,False
T01753,C0140,2024-01-01,51.98,,False
T01972,C0234,2024-04-08,77.66,Home & Living,False
T00821,C0205,2024-03-20,40.5,Clothing,False
T02123,C0310,2024-02-06,434.21,Electronics,False
T01007,C0083,2023-12-27,223.35,Home & Living,False
T01260,C0211,2024-05-29,74.94,Sports,False
T00665,C0093,2023-12-30,55.84,Home & Living,False
T01802,C0259,2023-12-31,108.38,Clothing,False
T00143,C0275,2024-04-16,178.81,Sports,True
T01818,C0497,2024-02-04,200.7,Home & Living,False
T01413,C0464,2022-11-02,499.9,Clothing,False
T00422,C0193,2023-08-01,204.07,Home & Living,True
T00800,C0063,2023-12-17,465.47,Electronics,False
T00616,C0101,2023-11-03,31.74,Electronics,False
T00296,C0363,2024-02-18,275.78,Beauty,False
T00402,C0209,2023-12-20,88.15,Food & Grocery,False
T00089,C0499,2023-05-31,173.38,Home & Living,False
T01608,C0171,2024-01-07,112.8,Home & Living,False
T02181,C0269,2023-02-03,55.72,Electronics,False
T00132,C0214,2023-12-30,129.72,Sports,False
T01211,C0155,2023-09-26,73.17,Clothing,False
T01971,C0300,2023-09-13,84.82,Home & Living,False
T01607,C0133,2023-09-12,496.94,Clothing,False
T01796,C0083,2024-06-06,22.12,Beauty,False
T00725,C0484,2023-04-12,27.58,Electronics,False
T01363,C0210,2023-01-27,67.03,Sports,False
T00270,C0410,2024-01-22,21.78,Home & Living,False
T01627,C0031,2023-10-28,196.59,Clothing,False
T00918,C0213,2024-06-25,43.98,Clothing,False
T01761,C0489,2022-11-25,110.6,Home & Living,False
T01575,C0112,2024-06-01,147.22,Beauty,False
T01229,C0442,2023-12-31,176.62,Sports,False
T00376,C0002,2024-05-03,665.62,Beauty,False
T00334,C0127,2024-02-08,476.34,Clothing,False
T01384,C0255,2023-07-26,78.1,Food & Grocery,False
T02082,C0464,2023-08-06,63.12,Beauty,True
T01119,C0405,2024-04-26,34.21,Home & Living,True
T00911,C0096,2024-01-24,142.76,Clothing,False
T00777,C0264,2022-12-25,240.24,Clothing,False
T01344,C0293,2023-01-19,30.08,Home & Living,False
T00329,C0333,2024-06-06,50.95,Electronics,False
T01910,C0101,2023-08-27,17.04,Home & Living,False
T00013,C0369,2023-11-28,64.61,Sports,False
T00898,C0413,2023-09-05,204.49,Clothing,False
T00172,C0276,2023-10-18,73.41,Food & Grocery,False
T00261,C0154,2023-12-11,92.49,Electronics,False
T01445,C0230,2024-05-06,85.82,Electronics,True
T01692,C0063,2024-06-13,49.21,Food & Grocery,False
T00902,C0482,2023-08-29,160.45,Clothing,False
T00259,C0474,2023-05-25,57.04,Electronics,False
T00845,C0096,2024-04-22,75.84,,False
T00139,C0372,2023-12-30,157.13,Beauty,True
T00320,C0345,2024-04-09,216.85,,False
T01831,C0293,2022-09-24,144.09,Food & Grocery,False
T01470,C0229,2023-09-04,128.0,Home & Living,False
T01404,C0372,2023-10-06,292.15,Home & Living,False
T00559,C0363,2023-03-03,140.44,Clothing,False
T00140,C0274,2023-04-26,112.51,,False
T00113,C0500,2023-08-18,34.47,Electronics,False
T00532,C0212,2024-02-12,22.26,Beauty,False
T00225,C0368,2023-10-27,176.59,Clothing,False
T00724,C0049,2023-03-05,27.1,Home & Living,False
T02056,C0422,2023-02-07,141.32,Home & Living,False
T01757,C0228,2024-05-25,37.69,Food & Grocery,False
T00326,C0422,2024-04-21,163.39,Beauty,False
T01506,C0368,2023-10-09,42.98,,True
T01294,C0157,2023-11-23,54.86,Beauty,False
T00715,C0361,2024-05-15,248.85,Home & Living,False
T00847,C0362,2024-02-17,69.62,Beauty,False
T00194,C0126,2024-04-01,228.11,Electronics,False
T00574,C0417,2024-05-26,77.3,Home & Living,False
T00947,C0212,2022-12-02,584.21,Clothing,False
T00504,C0155,2023-08-09,27.58,Food & Grocery,False
T01932,C0274,2024-03-05,344.36,Food & Grocery,False
T01552,C0260,2023-02-16,282.31,Home & Living,True
T00646,C0430,2023-07-15,100.42,Electronics,False
T00004,C0476,2023-09-10,91.18,Clothing,False
T01371,C0057,2024-02-05,143.04,Home & Living,False
T00468,C0394,2024-02-08,192.86,Food & Grocery,False
T00006,C0294,2022-10-10,196.15,Electronics,False
T01643,C0211,2024-05-13,13.73,Electronics,False
T00548,C0127,2024-02-04,114.32,Clothing,False
T00229,C0489,2023-06-29,31.04,Clothing,False
T01064,C0031,2023-01-31,405.01,Home & Living,False
T00543,C0296,2024-04-21,94.32,Home & Living,False
T00243,C0230,2022-09-15,138.03,Sports,False
T00899,C0210,2023-10-23,745.17,Beauty,False
T01352,C0163,2024-01-31,182.33,Electronics,False
T01161,C0063,2024-03-03,241.47,Clothing,False
T01645,C0044,2023-11-07,45.1,Clothing,False
T01299,C0302,2024-02-24,51.49,Electronics,False
T00843,C0369,2023-10-07,42.37,Beauty,True
T01703,C0252,2023-10-31,422.71,Electronics,False
T01379,C0083,2024-02-01,59.54,Clothing,False
T00277,C0151,2024-06-22,86.0,Clothing,False
T00662,C0351,2023-07-09,111.59,Home & Living,False
T02057,C0146,2024-05-23,56.09,Electronics,False
T00315,C0398,2024-01-03,78.58,Beauty,False
T00692,C0292,2024-02-26,61.8,Sports,False
T02016,C0280,2023-02-12,120.03,Food & Grocery,False
T00425,C0154,2024-01-26,229.07,Home & Living,False
T00595,C0379,2022-10-29,76.97,Home & Living,False
T02195,C0229,2023-11-02,256.96,Beauty,False
T00623,C0247,2024-02-05,129.78,Electronics,False
T01489,C0294,2023-12-11,218.11,Electronics,False
T01248,C0335,2023-01-23,115.03,Electronics,False
T00228,C0097,2024-02-26,26.84,Electronics,True
T01336,C0368,2023-10-18,122.14,Home & Living,False
T01170,C0310,2023-08-03,98.39,Electronics,False
T01594,C0416,2023-07-07,120.62,Clothing,False
T01719,C0057,2024-01-08,70.76,Sports,False
T00067,C0202,2023-11-25,63.87,Clothing,False
T00025,C0234,2024-04-13,206.92,Home & Living,False
T01236,C0034,2024-04-07,171.99,Beauty,False
T00145,C0361,2024-01-29,73.27,Electronics,True
T00537,C0155,2023-01-03,65.37,Food & Grocery,False
T00812,C0027,2023-04-22,90.07,Beauty,False
T01338,C0442,2022-12-03,231.72,Beauty,False
T00086,C0126,2023-09-03,89.06,Home & Living,False
T01255,C0027,2023-04-15,120.5,Beauty,False
T02066,C0204,2024-01-15,36.72,Clothing,False
T01857,C0120,2023-10-26,87.52,Sports,False
T01685,C0309,2024-04-20,634.59,Food & Grocery,False
T00485,C0266,2024-02-18,165.41,Beauty,False
T01905,C0190,2023-07-08,108.74,Sports,False
T02118,C0043,2024-05-28,85.3,Electronics,False
T01641,C0017,2023-02-19,12000.0,Food & Grocery,False
T01551,C0303,2023-01-04,212.31,Clothing,False
T00363,C0119,2023-09-20,164.47,Electronics,False
T01930,C0093,2023-09-15,179.87,Beauty,False
T01376,C0310,2024-03-10,173.51,Electronics,False
T01027,C0276,2023-09-21,125.64,Clothing,False
T01031,C0108,2022-11-01,214.09,Electronics,False
T01449,C0482,2023-05-12,47.95,Beauty,False
T01620,C0397,2023-05-24,78.94,Clothing,False
T01488,C0199,2023-11-25,42.55,Clothing,False
T00666,C0099,2023-12-29,23.58,Electronics,False
T00365,C0234,2024-04-03,45.37,Beauty,False
T01240,C0310,2024-06-12,28.59,Electronics,False
T00078,C0051,2023-12-23,235.58,Clothing,False
T00028,C0402,2024-04-20,106.81,Beauty,False
T01724,C0211,2024-01-16,77.38,Home & Living,False
T00526,C0310,2023-12-09,27.24,Sports,False
T00726,C0241,2023-08-25,343.03,Sports,False
T00056,C0336,2024-02-05,134.75,Home & Living,True
T00639,C0361,2024-04-09,135.38,Sports,False
T00303,C0214,2024-01-28,215.32,Clothing,False
T00719,C0446,2023-10-11,46.81,Food & Grocery,False
T01862,C0062,2024-03-25,24.52,Food & Grocery,False
T00625,C0119,2023-10-25,80.6,Beauty,False
T00008,C0302,2024-01-13,79.8,Beauty,False
T01281,C0368,2024-04-12,19.69,Beauty,False
T00804,C0368,2023-05-06,29.95,Beauty,False
T01050,C0415,2022-04-16,53.1,Beauty,False
T00337,C0068,2022-04-03,81.22,Home & Living,True
T00048,C0046,2023-06-16,60.05,Electronics,False
T01775,C0383,2023-04-04,181.85,Home & Living,False
T00107,C0341,2023-11-20,215.66,Electronics,False
T00350,C0493,2024-02-11,80.37,Home & Living,False
T01080,C0357,2022-09-29,120.1,Beauty,True
T00239,C0325,2024-06-07,19.8,Beauty,False
T00214,C0031,2024-01-28,85.26,Clothing,False
T01145,C0214,2024-01-11,18.96,Sports,False
T01494,C0017,2022-09-02,117.94,Electronics,False
T01357,C0429,2024-05-31,348.58,Electronics,False
T00794,C0369,2024-03-28,172.03,Home & Living,False
T01097,C0157,2023-01-16,273.64,Home & Living,True
T01406,C0180,2023-12-31,158.5,Sports,False
T01341,C0111,2023-12-17,240.28,Clothing,False
T01897,C0083,2024-04-11,72.51,Sports,False
T02004,C0276,2023-12-28,30.83,Sports,False
T00524,C0112,2024-05-17,93.53,Clothing,True
T00233,C0374,2024-02-11,97.74,Clothing,False
T00645,C0042,2024-03-20,230.85,Home & Living,False
T01808,C0361,2024-01-27,84.61,Clothing,False
T00534,C0088,2022-12-28,38.95,Food & Grocery,False
T01809,C0068,2023-06-27,85.91,Clothing,False
T00604,C0325,2024-04-30,29.26,Electronics,False
T01490,C0303,2023-07-15,105.7,Electronics,False
T01075,C0210,2024-04-22,75.38,Electronics,False
T01560,C0082,2024-06-28,179.09,Beauty,False
T00061,C0046,2023-11-14,375.34,Electronics,False
T01507,C0076,2023-02-18,33.02,Electronics,False
T00093,C0108,2023-11-15,61.97,Beauty,False
T00667,C0029,2024-06-26,82.5,Electronics,True
T01377,C0093,2023-09-21,42.07,Home & Living,False
T01941,C0069,2023-05-03,75.49,Electronics,False
T00281,C0061,2023-07-07,55.61,Electronics,False
T01331,C0112,2024-04-17,98.14,Beauty,False
T00360,C0310,2024-06-28,27.05,Electronics,True
T01868,C0171,2024-06-04,36.53,Home & Living,False
T01395,C0082,2024-01-31,71.92,Beauty,True
T00848,C0041,2023-04-28,25.32,Clothing,False
T01207,C0059,2024-06-12,73.92,Electronics,True
T01647,C0230,2023-05-10,43.46,Clothing,False
T00111,C0193,2024-03-11,252.8,Electronics,True
T00043,C0310,2023-09-28,101.45,Sports,True
T00126,C0216,2024-04-16,125.54,Home & Living,False
T00205,C0211,2024-01-08,77.31,Beauty,False
T00053,C0112,2024-03-23,78.24,,False
T00546,C0048,2023-09-01,16.97,Home & Living,False
T00069,C0152,2024-05-21,145.5,Home & Living,False
T02097,C0483,2023-02-24,84.23,Clothing,False
T01856,C0468,2023-11-29,124.44,Sports,False
T00184,C0133,2024-05-15,57.45,Clothing,True
T00138,C0163,2024-05-14,165.18,Food & Grocery,False
T00900,C0214,2024-03-12,145.25,Clothing,False
T00797,C0310,2024-06-06,81.57,Sports,False
T00133,C0269,2024-04-04,27.2,Home & Living,False
T00081,C0330,2024-05-15,82.96,Clothing,False
T01780,C0126,2024-03-16,31.79,Clothing,False
T01847,C0112,2024-06-07,325.82,Clothing,False
T00542,C0035,2023-08-21,75.66,Sports,False
T01911,C0061,2023-11-30,236.19,Electronics,False
T00984,C0133,2023-08-20,155.5,Home & Living,False
T00166,C0197,2023-07-01,89.36,Electronics,False
T00249,C0196,2023-09-03,76.38,Sports,False
T01332,C0228,2023-11-01,43.58,Clothing,False
T00447,C0082,2024-04-12,32.57,Sports,False
T01772,C0059,2024-05-30,178.13,Beauty,True
T00859,C0415,2022-03-20,80.01,Sports,False
T01359,C0313,2024-02-10,10.35,Electronics,False
T01443,C0482,2023-12-16,186.81,Electronics,True
T00098,C0382,2023-11-17,49.85,Home & Living,False
T01387,C0303,2023-03-31,25.44,Home & Living,False
T00806,C0133,2024-06-20,99.56,Clothing,False
T00738,C0041,2024-01-10,213.84,Clothing,False
T01695,C0349,2024-06-30,91.64,Food & Grocery,False
T00103,C0398,2022-10-04,111.94,Sports,False
T00435,C0202,2023-04-27,221.39,Home & Living,False
T00075,C0133,2024-02-13,115.15,Clothing,False
T00578,C0108,2024-02-19,278.56,Electronics,False
T01430,C0112,2023-11-24,111.65,Electronics,True
T01770,C0325,2023-12-04,38.1,Clothing,False
T01231,C0027,2023-10-22,19.04,Beauty,False
T00919,C0410,2023-10-23,30.9,Clothing,False
T01327,C0279,2024-04-29,75.01,Clothing,False
T02052,C0421,2022-10-26,66.54,Sports,False
T02003,C0027,2024-04-29,139.55,Electronics,False
T01946,C0417,2024-05-25,66.02,Electronics,False
T00763,C0294,2024-05-27,150.7,Electronics,False
T00990,C0012,2023-11-12,110.62,Home & Living,False
T00389,C0174,2024-03-18,60.73,Electronics,False
T00236,C0482,2023-04-09,171.15,,False
T01806,C0026,2024-03-08,138.38,Clothing,False
T00268,C0415,2023-04-05,88.58,Clothing,True
T01330,C0087,2023-11-30,258.99,Electronics,False
T01414,C0086,2024-05-04,61.82,Home & Living,False
T00118,C0079,2023-11-14,32.78,Clothing,False
T02111,C0124,2024-05-12,22.78,Clothing,False
T00674,C0358,2022-10-15,173.55,Electronics,False
T00250,C0124,2024-04-21,220.27,Electronics,False
T01742,C0372,2023-10-03,94.07,Beauty,False
T00066,C0227,2023-11-09,38.14,Home & Living,False
T00095,C0197,2024-02-13,46.8,Clothing,True
T01472,C0210,2024-03-05,129.77,Food & Grocery,False
T00034,C0274,2023-12-18,56.09,Electronics,False
T01754,C0435,2024-01-18,228.31,Electronics,False
T02000,C0352,2024-05-30,65.21,Sports,False
T00449,C0062,2024-05-22,184.74,Electronics,True
T00717,C0214,2023-11-27,24.67,Clothing,False
T01595,C0482,2022-10-05,19.04,Sports,False
T01821,C0031,2023-09-13,31.43,Clothing,False
T00001,C0374,2023-05-02,111.99,Clothing,False
T02039,C0126,2024-04-19,372.56,Electronics,False
T01102,C0112,2024-02-08,167.1,Food & Grocery,False
T01109,C0489,2023-09-11,195.14,Sports,True
T01740,C0019,2023-09-11,27.67,Electronics,False
T00083,C0214,2024-01-16,164.14,Clothing,False
T01903,C0154,2024-01-22,50.96,Home & Living,True
T00677,C0120,2023-11-04,19.61,Clothing,False
T01739,C0351,2023-10-27,87.09,Clothing,False
T01047,C0050,2024-03-22,65.39,Electronics,False
T00771,C0140,2023-05-03,41.54,Beauty,False
T01447,C0068,2022-06-13,47.1,Home & Living,False
T01527,C0415,2023-12-01,59.58,Clothing,False
T01895,C0368,2023-07-01,100.93,Sports,False
T01786,C0053,2024-04-18,214.12,Sports,False
T00405,C0412,2024-05-25,92.31,Clothing,False
T00385,C0206,2023-06-17,67.21,Electronics,False
T01995,C0202,2024-06-27,66.13,Clothing,False
T01684,C0111,2023-04-06,45.57,Electronics,False
T00105,C0415,2024-04-01,233.43,Electronics,False
T00689,C0361,2024-06-25,43.07,Beauty,False
T01561,C0197,2023-08-03,141.83,Clothing,False
T00827,C0422,2024-04-15,47.58,Home & Living,False
T01241,C0133,2023-02-09,117.22,Beauty,False
T00063,C0325,2023-12-17,75.2,Food & Grocery,False
T01306,C0063,2022-08-14,171.96,Sports,False
T00853,C0310,2024-06-15,105.6,Beauty,False
T01618,C0049,2023-12-07,116.66,Clothing,False
T01263,C0394,2024-06-11,255.21,Beauty,False
T00224,C0368,2024-05-09,346.41,Clothing,False
T00146,C0296,2023-12-25,213.94,,False
T01089,C0025,2024-03-16,23.21,Clothing,False
T00374,C0202,2023-02-11,106.53,Home & Living,True
T01953,C0218,2024-02-26,257.56,Beauty,False
T01143,C0276,2023-08-02,193.84,Food & Grocery,False
T02124,C0483,2023-04-16,87.24,Clothing,False
T01792,C0171,2023-12-30,229.74,Clothing,False
T01275,C0031,2023-09-29,100.3,Beauty,False
T01266,C0402,2023-05-05,135.33,Home & Living,False
T01918,C0051,2024-06-13,467.72,Beauty,False
T01514,C0204,2023-12-13,99.43,Home & Living,False
T00010,C0089,2024-02-10,36.51,Clothing,False
T00450,C0308,2023-10-16,92.77,Food & Grocery,False
T00709,C0272,2022-07-24,53.37,Beauty,False
T00256,C0430,2023-07-24,150.76,Food & Grocery,False
T00883,C0349,2024-05-24,524.06,Food & Grocery,False
T00390,C0302,2023-11-10,260.46,Home & Living,False
T01690,C0415,2023-03-07,40.66,Clothing,False
T00909,C0202,2023-08-01,180.14,Home & Living,False
T00925,C0214,2024-04-12,83.42,Clothing,False
T02047,C0229,2024-03-22,112.73,Food & Grocery,True
T02076,C0078,2023-04-19,251.92,Electronics,False
T00461,C0083,2024-01-11,69.66,Clothing,False
T01513,C0013,2024-03-20,120.93,Sports,False
T02044,C0343,2023-09-04,45.83,,False
T01169,C0059,2024-03-28,274.14,Home & Living,False
T00959,C0422,2024-02-13,139.99,Clothing,False
T00502,C0179,2024-02-23,43.04,Electronics,False
T00740,C0061,2023-03-20,215.6,Sports,False
T00041,C0089,2023-11-30,69.09,Clothing,False
T00869,C0110,2024-01-12,18.68,Clothing,False
T00732,C0057,2024-01-07,159.56,Electronics,False
T00540,C0341,2023-11-03,146.97,Clothing,False
T01202,C0180,2022-03-21,221.37,Clothing,False
T01340,C0310,2024-01-15,67.6,Home & Living,False
T00698,C0248,2023-11-22,59.47,Beauty,False
T01668,C0266,2023-11-18,89.14,Food & Grocery,False
T01646,C0337,2022-12-28,81.35,,False
T01372,C0204,2024-02-08,130.06,Home & Living,False
T01146,C0152,2023-03-03,196.91,Home & Living,False
T01032,C0230,2022-11-18,38.05,Electronics,False
T00373,C0096,2024-02-09,257.86,,False
T00668,C0140,2024-05-15,92.53,Sports,False
T01432,C0196,2023-10-23,35.09,Clothing,False
T01830,C0140,2023-11-19,85.94,,False
T00358,C0093,2023-10-01,148.6,Clothing,False
T00968,C0476,2023-06-22,298.41,Home & Living,False
T00784,C0017,2022-08-21,26.17,Clothing,False
T00736,C0230,2024-04-30,201.42,Beauty,False
T01354,C0119,2022-07-01,70.47,Home & Living,True
T01036,C0234,2023-12-15,79.87,Beauty,False
T00971,C0126,2023-12-13,114.61,Clothing,False
T01829,C0094,2023-08-16,88.42,Home & Living,False
T01784,C0046,2023-02-19,194.07,Clothing,False
T02087,C0269,2023-06-27,81.93,Electronics,False
T02128,C0060,2024-01-17,208.06,Clothing,False
T01542,C0283,2023-10-26,80.04,Home & Living,False
T01828,C0083,2024-04-07,479.56,Clothing,True
T01329,C0354,2024-06-15,124.19,Beauty,False
T01615,C0218,2023-07-19,37.43,Home & Living,False
T02006,C0483,2023-06-11,82.04,Home & Living,False
T01426,C0174,2023-12-20,97.79,Sports,False
T01465,C0043,2023-03-31,53.32,Electronics,True
T01969,C0310,2024-04-22,105.08,Beauty,False
T01253,C0063,2023-03-26,21.26,Electronics,False
T02036,C0303,2022-04-16,114.24,Electronics,False
T02055,C0039,2024-06-01,91.03,Home & Living,False
T01237,C0205,2023-10-19,98.84,Food & Grocery,False
T00886,C0013,2024-03-24,64.51,Clothing,False
T00080,C0381,2023-09-12,175.96,Beauty,False
T01173,C0310,2024-01-01,63.14,Home & Living,False
T00815,C0077,2024-03-16,128.71,Beauty,True
T01532,C0302,2024-05-07,51.3,Electronics,False
T00672,C0206,2024-06-19,81.8,Home & Living,False
T01837,C0375,2023-09-22,166.54,Home & Living,True
T00058,C0069,2023-11-11,60.0,Beauty,False
T00134,C0276,2024-03-04,43.18,Clothing,False
T01141,C0078,2024-02-08,75.39,Electronics,False
T00934,C0425,2023-08-29,44.84,Electronics,False
T02023,C0456,2023-09-22,161.39,Clothing,False
T00824,C0026,2023-11-30,123.26,Beauty,False
T01433,C0293,2022-09-29,291.73,Clothing,False
T01707,C0214,2023-12-22,216.12,,False
T01215,C0454,2022-12-14,78.47,Clothing,False
T00505,C0303,2023-12-21,60.94,Electronics,False
T02189,C0211,2024-01-25,43.8,Beauty,False
T00348,C0233,2024-06-26,11.88,Clothing,True
T00387,C0234,2024-06-13,458.84,Electronics,False
T01025,C0218,2023-10-23,85.72,Beauty,False
T01385,C0330,2024-05-18,96.15,Beauty,False
T00895,C0357,2022-10-06,118.27,Home & Living,False
T00829,C0258,2024-01-21,127.48,Clothing,False
T02159,C0410,2024-04-21,119.61,Food & Grocery,False
T00476,C0079,2023-11-11,158.48,Clothing,False
T01763,C0447,2023-04-03,127.22,Clothing,False
T02026,C0027,2024-01-01,155.94,Home & Living,False
T01672,C0410,2024-03-14,49.37,Electronics,False
T00653,C0410,2024-06-11,107.25,Clothing,False
T00173,C0424,2024-05-18,110.49,Electronics,False
T01475,C0085,2022-08-10,48.99,Home & Living,False
T01150,C0303,2022-10-27,92.11,Electronics,False
T00039,C0051,2024-01-27,45.73,Beauty,False
T00714,C0144,2023-07-16,43.44,Clothing,False
T00091,C0415,2024-04-19,41.57,Home & Living,False
T00167,C0244,2024-02-10,59.49,Home & Living,False
T01206,C0353,2024-03-22,376.11,Home & Living,True
T00876,C0036,2023-04-13,95.15,Sports,False
T01616,C0430,2023-07-13,173.76,Clothing,False
T02010,C0325,2023-10-29,92.84,Home & Living,False
T02158,C0445,2023-05-24,243.41,Beauty,False
T01094,C0474,2024-03-13,114.61,Food & Grocery,False
T01156,C0089,2024-02-07,159.66,Home & Living,False
T01325,C0476,2024-03-22,157.99,Clothing,False
T01629,C0255,2022-10-01,37.37,Beauty,False
T01351,C0127,2024-04-16,311.37,Electronics,False
T00511,C0302,2024-04-17,663.77,Beauty,False
T00500,C0057,2024-05-18,52.6,Home & Living,False
T01622,C0096,2024-04-30,90.65,Home & Living,False
T01926,C0311,2024-04-19,16.72,Home & Living,False
T01520,C0284,2024-06-30,57.98,Clothing,False
T00339,C0263,2023-07-31,15.56,Electronics,False
T01973,C0263,2024-04-05,144.58,Clothing,False
T01189,C0247,2024-02-16,35.32,Electronics,False
T00029,C0077,2023-12-20,43.19,Food & Grocery,False
T01541,C0358,2024-03-10,233.43,Home & Living,False
T01218,C0361,2024-01-24,94.78,Beauty,False
T01583,C0113,2024-04-30,25.68,Clothing,False
T00795,C0197,2022-12-20,137.65,Clothing,False
T00946,C0063,2022-07-26,210.67,Home & Living,False
T01766,C0350,2023-12-16,31.27,,False
T00170,C0022,2024-02-27,22.25,Home & Living,False
T01682,C0165,2023-09-08,57.28,Clothing,False
T01198,C0031,2023-09-25,26.16,Beauty,False
T01543,C0228,2024-03-03,15.24,Clothing,False
T01254,C0312,2023-10-08,117.35,Sports,False
T01674,C0051,2024-06-27,98.23,Electronics,False
T00913,C0272,2023-08-01,104.37,Clothing,False
T00492,C0474,2023-06-22,96.2,Home & Living,True
T00954,C0426,2022-07-02,44.77,Electronics,False
T01098,C0302,2023-04-28,30.69,Beauty,False
T01033,C0121,2024-03-07,52.51,Clothing,False
T00588,C0276,2023-09-24,105.83,,False
T00751,C0210,2022-08-04,134.91,Beauty,False
T00658,C0406,2024-06-14,103.64,Electronics,False
T00235,C0341,2023-09-04,29.11,Clothing,False
T00733,C0401,2023-10-17,29.39,Electronics,False
T01640,C0394,2022-11-30,240.94,Electronics,False
T02034,C0112,2024-01-02,198.93,Clothing,False
T01157,C0230,2023-02-10,578.11,Clothing,False
T01762,C0175,2022-07-06,54.34,Home & Living,False
T01711,C0193,2023-07-03,124.87,Electronics,False
T01949,C0361,2023-12-28,13.55,Clothing,False
T00935,C0211,2024-02-08,95.37,Clothing,False
T01210,C0309,2024-03-14,63.98,Sports,False
T01066,C0181,2024-06-17,69.25,Home & Living,False
T00109,C0202,2022-12-17,30.92,Food & Grocery,False
T01850,C0044,2022-08-26,285.7,Home & Living,False
T00569,C0368,2023-05-13,100.35,Home & Living,False
T01168,C0370,2023-08-22,147.71,Clothing,False
T01175,C0248,2023-07-30,82.13,Clothing,False
T01589,C0112,2024-02-21,60.04,Sports,False
T01508,C0014,2024-02-23,75.8,Sports,False
T01493,C0050,2024-01-25,49.43,Beauty,False
T00891,C0490,2023-07-28,270.9,Sports,False
T00948,C0294,2023-06-22,45.21,Electronics,False
T01049,C0189,2024-03-09,85.57,Electronics,False
T01617,C0435,2024-06-26,180.86,Clothing,False
